champ_name,top,jungle,mid,adc,support,build,runes
zed,,,"[['Sylas', 'Nasus', 'Vex', 'Malphite', 'Diana', 'Garen', 'Ryze', 'Anivia', 'Galio', 'Zoe', 'Akshan', 'Gragas', 'Renekton', 'Taliyah', 'Neeko', 'Nunu & Willump', 'Rumble'], ['Smolder', 'Aurora', 'Azir', 'Veigar', 'Ziggs', 'Corki', 'Lucian', ""Vel'Koz"", 'Kassadin', 'Jayce', 'Varus', 'Tristana', 'Quinn', 'Kennen', 'Kayle'], ['Yasuo', 'Yone', 'Katarina', 'LeBlanc', 'Ahri', 'Hwei', 'Syndra', 'Talon', 'Xerath', 'Qiyana', 'Twisted Fate', 'Aurelion Sol', 'Naafiri', 'Cassiopeia', 'Brand', 'Pantheon', 'Annie', 'Zeri']]",,,"['Eclipse', 'Voltaic Cyclosword', 'Edge of Night']",
zed,,"[['Viego', 'Graves', 'Jarvan IV', 'Shaco', 'Nocturne', 'Udyr', 'Master Yi', 'Volibear', 'Zac', 'Fiddlesticks', 'Xin Zhao', 'Warwick', 'Talon', ""Bel'Veth"", 'Karthus', ""Rek'Sai"", 'Skarner', 'Maokai'], ['Vi', 'Kindred', 'Ekko', 'Nidalee', 'Sejuani', 'Brand', 'Elise', 'Taliyah', 'Qiyana'], ['Lee Sin', 'Lillia', 'Diana', 'Kayn', 'Rengar', 'Nunu & Willump', 'Gragas', 'Evelynn', 'Wukong', 'Gwen']]",,,,"['Profane Hydra', 'Voltaic Cyclosword', ""Serylda's Grudge""]",
zeri,,,,"[['Miss Fortune', 'Caitlyn', 'Jinx', 'Lucian', 'Twitch', ""Kog'Maw"", 'Nilah', 'Brand', 'Swain'], ['Ashe', 'Ziggs', 'Xayah', 'Tristana'], ['Ezreal', 'Smolder', 'Draven', 'Samira', 'Sivir', 'Seraphine', 'Yasuo']]",,"['Statikk Shiv', ""Runaan's Hurricane"", 'Infinity Edge']",
zeri,,,"[['Smolder', 'Yone', 'Yasuo', 'Sylas', 'LeBlanc', 'Lissandra', 'Katarina', 'Hwei', 'Syndra', 'Orianna', 'Akali', 'Xerath', 'Nasus', 'Twisted Fate', 'Galio', 'Aurelion Sol', 'Azir', 'Ryze', 'Talon', 'Malzahar', 'Veigar', 'Anivia', 'Diana', 'Vex', 'Vladimir', 'Irelia', 'Zoe', 'Viktor', 'Qiyana', 'Ekko', 'Naafiri', 'Akshan', 'Brand', 'Annie', 'Jayce'], ['Lux', 'Corki', 'Cassiopeia', 'Ziggs', 'Tristana', 'Kassadin'], ['Fizz', 'Garen']]",,,"['Statikk Shiv', ""Runaan's Hurricane"", 'Infinity Edge']",
ziggs,,,"[['Zed', 'Syndra', 'Sylas', 'Yasuo', 'Katarina', 'LeBlanc', 'Ahri', 'Akali', 'Twisted Fate', 'Veigar', 'Malzahar', 'Vladimir', 'Ryze', 'Aurelion Sol', 'Fizz', 'Anivia', 'Irelia', 'Nasus', 'Diana', 'Talon', 'Qiyana', 'Ekko', 'Akshan', 'Taliyah', 'Kassadin', 'Garen', 'Cassiopeia', ""Vel'Koz"", 'Zeri'], ['Smolder', 'Lissandra', 'Lux', 'Azir', 'Galio', 'Naafiri', 'Zoe', 'Lucian', 'Tristana', 'Swain'], ['Hwei', 'Yone', 'Orianna', 'Annie', 'Jayce']]",,,"['Tear of the Goddess', ""Luden's Companion"", ""Seraph's Embrace"", ""Liandry's Torment""]",
ziggs,,,,"[['Zeri', 'Vayne', 'Kalista', 'Swain'], ['Miss Fortune', 'Ezreal', 'Caitlyn', 'Smolder', 'Varus', 'Jinx', 'Ashe', 'Samira', 'Aphelios', 'Seraphine', 'Tristana', 'Yasuo'], [""Kai'Sa"", 'Sivir', 'Xayah', ""Kog'Maw"", 'Nilah', 'Brand']]",,"['Tear of the Goddess', ""Luden's Companion"", ""Seraph's Embrace"", ""Liandry's Torment""]",
zilean,,,,,"[['Nami', 'Karma', 'Pyke', 'Alistar', ""Vel'Koz"", 'Taric', 'Shaco', 'Hwei', 'Amumu', 'Camille'], ['Leona', 'Seraphine', 'Blitzcrank', 'Braum', 'Rakan', 'Soraka', 'Zyra', 'Brand', 'Maokai', 'Tahm Kench', 'Renata Glasc', 'Swain'], ['Thresh', 'Lulu', 'Milio', 'Lux', 'Yuumi', 'Rell', 'Xerath', 'Poppy', 'Sona', 'Neeko', 'Pantheon', 'Ashe', 'Zoe', 'LeBlanc', 'Fiddlesticks']]","[""Shurelya's Battlesong"", 'Imperial Mandate', 'Morellonomicon']",
zilean,,,"[['Zed', 'Syndra'], ['Sylas', 'Yone', 'Smolder', 'Hwei', 'Yasuo', 'Lissandra', 'Ahri'], ['Aurora']]",,,"[""Seraph's Embrace"", ""Luden's Companion"", 'Cosmic Drive']",
zoe,,,"[['Twisted Fate', 'Fizz', 'Diana', 'Qiyana', 'Aurelion Sol', 'Ekko', 'Ziggs', 'Cassiopeia', 'Akshan', 'Garen', 'Quinn'], ['LeBlanc', 'Zed', 'Ahri', 'Smolder', 'Syndra', 'Aurora', 'Vladimir', 'Xerath', 'Viktor', 'Galio', 'Ryze', 'Veigar', 'Talon', 'Azir', 'Corki', 'Anivia', 'Kassadin', 'Lucian', 'Brand', 'Tristana', 'Jayce', 'Annie', 'Varus', ""Vel'Koz"", 'Zeri', 'Pantheon', 'Swain', 'Neeko', 'Kennen'], ['Yone', 'Sylas', 'Yasuo', 'Hwei', 'Lissandra', 'Lux', 'Orianna', 'Irelia', 'Malphite']]",,,"[""Luden's Companion"", 'Lich Bane', 'Shadowflame']",
zyra,,,,,"[['Leona', 'Nautilus', 'Milio', 'Blitzcrank', 'Rell', ""Vel'Koz"", 'Zilean', 'Poppy', 'Pantheon', 'Shaco', 'Taric', 'Hwei', 'Amumu', 'Camille'], ['Lulu', 'Pyke', 'Morgana', 'Alistar', 'Swain', 'Neeko', 'Tahm Kench', 'Ashe', 'LeBlanc', 'Zoe', 'Zac', 'Fiddlesticks'], ['Thresh', 'Lux', 'Karma', 'Seraphine', 'Xerath', 'Bard', 'Janna', 'Sona', 'Renata Glasc']]","[""Liandry's Torment"", ""Rylai's Crystal Scepter"", 'Morellonomicon']",
zyra,,,"[[], [], []]",,,"['Blackfire Torch', ""Liandry's Torment"", ""Rylai's Crystal Scepter""]",
zyra,,"[['Lillia', 'Viego', ""Kha'Zix"", 'Hecarim', 'Nocturne', 'Udyr', 'Karthus', 'Briar', 'Xin Zhao', 'Fiddlesticks', 'Ekko', 'Zac', ""Bel'Veth""], ['Lee Sin', 'Nidalee', 'Kindred', 'Brand', 'Shyvana', 'Evelynn', 'Rengar', 'Elise', 'Nunu & Willump', 'Wukong', 'Gragas', 'Ivern'], ['Graves', 'Jarvan IV', 'Amumu', 'Diana', 'Shaco', 'Master Yi', 'Sejuani', 'Volibear', 'Talon', 'Taliyah']]",,,,"[""Liandry's Torment"", ""Rylai's Crystal Scepter"", ""Zhonya's Hourglass""]",
